"","jeolla","seoul"
"1532","{laughing}","{laughing}"
"1533","있는걸 –알- 알고 나서 인제 좀 충격 먹어가지고 이제 못 봤어.","있는걸 –알- 알고 나서 이제 좀 충격 먹어가지고 이제 못 봤어."
"1534","맞아 그런 게 좀 영화에 몰입하기가 약간 힘들어 아 근데 레전드는 뷰티 인사이드 아니냐?","맞아 그런 게 좀 영화에 몰입하기가 약간 힘들어 아 근데 레전드는 뷰티 인사이드 아니냐?"
"1535","거기 진짜 이진욱 개 잘생기게 나온다고","거기 진짜 이진욱 개 잘생기게 나온다고"
"1536","아 뷰티 뷰티인사이드 아 나 클래식에서 바꿀래 뷰티인사이드가 내 한국 인생 영화 진짜 한효주도 한효주 맞나?","아 뷰티 뷰티인사이드 아 나 클래식에서 바꿀래 뷰티인사이드가 내 한국 인생 영화 진짜 한효주도 한효주 맞나?"
"1537","한효주도 너무 이쁘게 나오고","한효주도 너무 이쁘게 나오고"
"1538","나는 진짜 딱 이진욱 같은 스타일 엄청 좋아하거든?","나는 진짜 딱 이진욱 같은 스타일 엄청 좋아하거든?"
"1539","근데 갑자기 이제 자고 딱 그 파티에서 나왔을 때 와 씨 {laughing}","근데 갑자기 이제 자고 딱 그 파티에서 나왔을 때 와 씨 {laughing}"
"1540","진짜 레전드야 아 그 장면 진짜 레전드라고 생각해 너무 잘생기게 나와가지고 진짜","진짜 레전드야 아 그 장면 진짜 레전드라고 생각해 너무 잘생기게 나와가지고 진짜"
"1541","그 또 그 약간 조명이 노래가지고 더 예쁘게 나왔어 이진욱이랑 한효주 딱 그 느낌이","그 또 그 약간 조명이 노래가지고 더 예쁘게 나왔어 이진욱이랑 한효주 딱 그 느낌이"
"1542","어 나도 거기서 진짜 그냥 다 솔직히 남주들 엄청 많았었잖아 박서준이나 뭐 서강준 잘생긴 배우들 엄청 많았었고","어 나도 거기서 진짜 그냥 다 솔직히 남주들 엄청 많았었잖아 박서준이나 뭐 서강준 잘생긴 배우들 엄청 많았었고"
"1543","근데 나는 그 중 탑 이진욱","근데 나는 그 중 탑 이진욱"
"1544","그리고 진짜로 진짜 재밌었어.","그리고 진짜로 진짜 재밌었어."
"1545","그냥 그 분위기가 너무 아련했다?","그냥 그 분위기가 너무 아련했다?"
"1546","약간 분위기가 너무 좋았어.","약간 분위기가 너무 좋았어."
"1547","아 근데 그런 걸로 치면 여자는 약간 건축학개론 수지가 진짜 미친 듯이 예쁘게 나와 가지고 나 진짜 깜짝 놀랬어.","아 근데 그런 걸로 치면 여자는 약간 건축학개론 수지가 진짜 미친 듯이 예쁘게 나와 가지고 나 진짜 깜짝 놀랬어."
"1548","그 영화도 되게 재밌게 봤어 나는 한가인도 너무 예뻐가지고","그 영화도 되게 재밌게 봤어 나는 한가인도 너무 예뻐가지고"
"1549","아 건축학개론 진짜 전형적인","아 건축학개론 진짜 전형적인"
"1550","그 대학교 첫사랑 영화 진짜","그 대학교 첫사랑 영화 진짜"
"1551","근데 좀 충격적인 뭐였지?","근데 좀 충격적인 뭐였지?"
"1552","거기서 아마 한가인이 아 수지가 한가인이 되는 거였구나.","거기서 아마 한가인이 아 수지가 한가인이 되는 거였구나."
"1553","맞아 근데 왜 이재훈에서 누구였지?","맞아 근데 왜 이재훈에서 누구였지?"
"1554","엄태웅이 된 거지?","엄태웅이 된 거지?"
"1555","아 되게 기대했거든 이재훈 나오길래?","아 되게 기대했거든 이재훈 나오길래?"
"1556","아 그럼 성인 연기자는 누굴깡 그거보다 잘생겼겠징 했는데","아 그럼 성인 연기자는 누굴까 그거보다 잘생겼겠지 했는데"
"1557","약간 싱크로율이 안 맞아가지고 쪼끔 실망했어.","약간 싱크로율이 안 맞아가지고 조금 실망했어."
"1558","맞아 근데 진짜","맞아 근데 진짜"
"1559","좀 나도 건축학개론 보면서 엄청 옛날에 봤던 거 같어.","좀 나도 건축학개론 보면서 엄청 옛날에 봤던 거 같어."
"1560","그냥 그 나올 때쯤 봤던 거 같은데 진짜 건축학개론도 재밌었어.","그냥 그 나올 때쯤 봤던 거 같은데 진짜 건축학개론도 재밌었어."
"1561","아 내 근데 그 건축학개론도 약간 옛날 그 배경이잖아","아 나는 근데 그 건축학개론도 약간 옛날 그 배경이잖아"
"1562","그거 생각하면 나 진짜 써니 진짜 재밌게 봤어.","그거 생각하면 나 진짜 써니 진짜 재밌게 봤어."
"1563","아 나도 써니 진짜 재밌게 봤어.","아 나도 써니 진짜 재밌게 봤어."
"1564","써니 그냥 그냥 진짜 써니 진짜 많이 봤던 거 같어.","써니 그냥 그냥 진짜 써니 진짜 많이 봤던 거 같어."
"1565","그냥 뭐 티비에서도 많이 해주기도 하고 그냥 엄마 딱 우리 엄마 세대 아닌가?","그냥 뭐 티비에서도 많이 해주기도 하고 그냥 엄마 딱 우리 엄마 세대 아닌가?"
"1566","우리들 엄마 세대?","우리들 엄마 세대?"
"1567","그래 가지고 막 엄마가 보고 있길래 보기도 하고","그래 가지고 막 엄마가 보고 있길래 보기도 하고"
"1568","그냥 좀 써니에서 좀 충격이었어 그 그분 있었잖아 좀 그냥","그냥 좀 써니에서 좀 충격이었어 그 그분 있었잖아 좀 그냥"
"1569","각자의 사연들이 다 충격적 이어가지고 그것도 진짜 진짜 재밌었고","각자의 사연들이 다 충격적 이어가지고 그것도 진짜 진짜 재밌었고"
"1570","맞아 써니 진짜 나는 그때 민효린 얼굴 보고 충격 먹고 천우희 연기 보고 또 충격 먹었어 너무 잘해가지고","맞아 써니 진짜 나는 그때 민효린 얼굴 보고 충격 먹고 천우희 연기 보고 또 충격 먹었어 너무 잘해가지고"
"1571","맞아 진짜 연기들도 다 잘하더라","맞아 진짜 연기들도 다 잘하더라"
"1572","그냥 민효린도 진짜 예뻤고","그냥 민효린도 진짜 예뻤고"
"1573","민효린 콧대가 미친 거 같애.","민효린 콧대가 미친 거 같애."
"1574","아 나중에 가면서 보니까 그 미스코리아 한다는 사람도 그냥 좀 사연 그 ((속속이들)) 사연 같은 것도 좀 재밌었어.","아 나중에 가면서 보니까 그 미스코리아 한다는 사람도 그냥 좀 사연 그 ((속속이들)) 사연 같은 것도 좀 재밌었어."
"1575","맞아 그런 거 가끔 약간 엄마 아빠 세대 나온 영화 보면 되게 재밌어.","맞아 그런 거 가끔 약간 엄마 아빠 세대 나온 영화 보면 되게 재밌어."
"1576","약간 엄마 아빠 저렇게 지냈을까 이런 생각 하면서 약간 그런 게 재밌는 거 같애.","약간 엄마 아빠 저렇게 지냈을까 이런 생각 하면서 약간 그런 게 재밌는 거 같애."
"1577","그런 생각 들면서","그런 생각 들면서"
"1578","맞아 진짜 옛날 좀 약간 과거를 배경으로 한 영화 그런 것도 재밌어.","맞아 진짜 옛날 좀 약간 과거를 배경으로 한 영화 그런 것도 재밌어."
"1579","진짜 엄청 많은 거 같아 뭐","진짜 엄청 많은 거 같아 뭐"
"1580","아 나 해리포터 진짜 좋아하는데","아 나 해리포터 진짜 좋아하는데"
"1581","과거 배경으로 한 영화 하니까 갑자기 생각났어 해리포터 진짜 너무 좋아해 해리포터","과거 배경으로 한 영화 하니까 갑자기 생각났어 해리포터 진짜 너무 좋아해 해리포터"
"1582","아 해리포터 나 진짜 어렸을 때 봤거든 진짜 진짜 어렸을 때 막","아 해리포터 나 진짜 어렸을 때 봤거든 진짜 진짜 어렸을 때 막"
"1583","아빠가 영화 보라고 컴퓨터에 다 납둬 가지고 해리포터 시리즈를 놔뒀단 말이야","아빠가 영화 보라고 컴퓨터에 다 놓아둬 가지고 해리포터 시리즈를 놔뒀단 말이야"
"1584","그래서 다 –찾- 다 보고 그랬었어 해리포터 그냥 진짜 난 헤르미온느","그래서 다 –찾- 다 보고 그랬었어 해리포터 그냥 진짜 난 헤르미온느"
"1585","너무 예뻐 엠마왓슨","너무 예뻐 엠마왓슨"
"1586","근데 헤르미온느는 이름도 너무 잘 어울리지 않냐?","근데 헤르미온느는 이름도 너무 잘 어울리지 않냐?"
"1587","그 얼굴에 그 헤어스타일에?","그 얼굴에 그 헤어스타일에?"
"1588","진짜 너무 찰떡이야 나는 근데 거기 나오는 그 맥~ 맥주 있잖아.","진짜 너무 찰떡이야 나는 근데 거기 나오는 그 맥~ 맥주 있잖아."
"1589","맥주 비어 버터비언가?","맥주 비어 버터비언가?"
"1590","그거 진짜 한 번 –먹어- 한 번만 먹어 보고 싶었어 진짜","그거 진짜 한 번 –먹어- 한 번만 먹어 보고 싶었어 진짜"
"1591","그게 아마 유니버셜 스튜디오 에서 파는 걸로 알고 있는데","그게 아마 유니버셜 스튜디오 에서 파는 걸로 알고 있는데"
"1592","저번에 해리포터 스튜디오 갔을 때 그게 있었어.","저번에 해리포터 스튜디오 갔을 때 그게 있었어."
"1593","근데 줄이 너무 긴 거야 사람들이 다 그거 보고 흥분해 가지고","근데 줄이 너무 긴 거야 사람들이 다 그거 보고 흥분해 가지고"
"1594","아니 근데 해리포터 진짜 영화 보면은 너무 약간 나 일편이 제일 좋아.","아니 근데 해리포터 진짜 영화 보면은 너무 약간 나 일편이 제일 좋아."
"1595","일편 보면 그게 진짜 그 설렘이 있어.","일편 보면 그게 진짜 그 설렘이 있어."
"1596","그 학교 가는 그런 진짜 마법사의 돌이었나 맞지 그 진짜 해리포터","그 학교 가는 그런 진짜 마법사의 돌이었나 맞지 그 진짜 해리포터"
"1597","해리포터 나도 진짜 재밌게 봤어 그냥","해리포터 나도 진짜 재밌게 봤어 그냥"
"1598","좀 마지막 죽음의 성물 그때 되고 나서 그때 그거는 진짜 영화만 봐서 봤거든?","좀 마지막 죽음의 성물 그때 되고 나서 그때 그거는 진짜 영화만 봐서 봤거든?"
"1599","진짜 마지막 키스신이 좀 깜짝 놀라긴 했는데 {laughing}","진짜 마지막 키스신이 좀 깜짝 놀라긴 했는데 {laughing}"
"1600","그래도 나는 해리포터 나름 재미있게 본 사람이어가지고 진짜 재밌었어.","그래도 나는 해리포터 나름 재미있게 본 사람이어가지고 진짜 재밌었어."
"1601","판타지 영화 중에 진짜 재밌는 거 같애 그것도 재밌고 아 반지의 제왕도 되게 재밌게 봤어.","판타지 영화 중에 진짜 재밌는 거 같애 그것도 재밌고 아 반지의 제왕도 되게 재밌게 봤어."
"1602","아 나 반지의 제왕은 안 봤거든?","아 나 반지의 제왕은 안 봤거든?"
"1603","반지의 제왕은 좀 시리즈가 많지 않아?","반지의 제왕은 좀 시리즈가 많지 않아?"
"1604","아니야 시리즈 세 편 밖에 없어.","아니야 시리즈 세 편 밖에 없어."
"1605","아 진짜?","아 진짜?"
"1606","좀 약간 좀 진입장벽이 높은 거 같아 그런 판타지 영화들은","좀 약간 좀 진입장벽이 높은 거 같아 그런 판타지 영화들은"
"1607","그냥 좀 다 이해해야 되고 그러니까 그냥 해리포터는 좀 어렸을 때 뭣 모르고 아무것도 모르고 봤는데","그냥 좀 다 이해해야 되고 그러니까 그냥 해리포터는 좀 어렸을 때 뭣 모르고 아무것도 모르고 봤는데"
"1608","좀 반지의 제왕도","좀 반지의 제왕도"
"1609","약간 좀 진입 장벽이 높고 그 가디언즈오브갤럭시 고런 것도","약간 좀 진입 장벽이 높고 그 가디언즈오브갤럭시 그런 것도"
"1610","약간 좀 판타지 영화를 많이 안 -보- 안 보는 편?","약간 좀 판타지 영화를 많이 안 -보- 안 보는 편?"
"1611","가디언즈 오브 갤럭시 안 봤다고?","가디언즈 오브 갤럭시 안 봤다고?"
"1612","그거 진짜 개꿀잼이야 그거는 판타지 영화라기보다는 그냥 코메디 영화 같은?","그거 진짜 개꿀잼이야 그거는 판타지 영화라기보다는 그냥 코메디 영화 같은?"
"1613","그냥 재밌어 되게","그냥 재밌어 되게"
"1614","아 그럼 나중에 &name2&랑 같이 가야 되겠다 근데","아 그럼 나중에 &name2&랑 같이 가야 되겠다 근데"
"1615","아 나 좀 너 히어로 물 같은 거는 뭐 좋아해?","아 나 좀 너 히어로 물 같은 거는 뭐 좋아해?"
"1616","마블을 제일 좋아하긴 하지.","마블을 제일 좋아하긴 하지."
"1617","근데 그건 약간 걍 주변이 좋아하는데 가족이 되게 좋아하니까 보는 느낌?","근데 그건 약간 그냥 주변이 좋아하는데 가족이 되게 좋아하니까 보는 느낌?"
"1618","나는 약간 좀 나도 마블을 나 솔직히 마블 별로","나는 약간 좀 나도 마블을 나 솔직히 마블 별로"
"1619","막 그냥 아무 생각도 없어가지고 그냥 좀 아이언맨 시리즈는 봤거든","막 그냥 아무 생각도 없어가지고 그냥 좀 아이언맨 시리즈는 봤거든"
"1620","근데 나는 디씨에서 최고로 뽑고 싶은 건 베트맨 시리즈 베트맨 시리즈 진짜 재밌어.","근데 나는 디씨에서 최고로 뽑고 싶은 건 베트맨 시리즈 베트맨 시리즈 진짜 재밌어."
"1621","나는 콤플렉스에 대해서 좀 얘기해보고 싶어.","나는 콤플렉스에 대해서 좀 얘기해보고 싶어."
"1622","우선 나도 콤플렉스가 물론 없는 사람은 없겠지만 다 있는 것 같은데 약간 있는 거는 그거","우선 나도 콤플렉스가 물론 없는 사람은 없겠지만 다 있는 것 같은데 약간 있는 거는 그거"
"1623","착한 딸 콤플렉스 그건 좀 진짜 심한 것 같아.","착한 딸 콤플렉스 그건 좀 진짜 심한 것 같아."
"1624","거짓말 치지 마. {laughing}","거짓말 치지 마. {laughing}"
"1625","진짜로 근데 그게 약간 뭔가 내적으로 그게 있어.","진짜로 근데 그게 약간 뭔가 내적으로 그게 있어."
"1626","약간 막 뭐 엄마나 아빠한테 존댓말 쓰고 막 효녀 짓 하고 이게 아니라","약간 막 뭐 엄마나 아빠한테 존댓말 쓰고 막 효녀 짓 하고 이게 아니라"
"1627","약간 어 엄마나 아빠나 뭐 특히 엄마한테 그런 것 같어.","약간 어 엄마나 아빠나 뭐 특히 엄마한테 그런 것 같어."
"1628","엄마가 뭔갈 하고 있는 걸 보면은 그거를 그냥 가만히 두면","엄마가 뭔갈 하고 있는 걸 보면은 그거를 그냥 가만히 두면"
"1629","되게 약간 뭔가 엄마가 불쌍해 보이고 짠해 보인다 해야 되나","되게 약간 뭔가 엄마가 불쌍해 보이고 짠해 보인다 해야 되나"
"1630","그런 마음이 약간 되게 들어가지고 뭔가","그런 마음이 약간 되게 들어가지고 뭔가"
"1631","남동생은 카만히 있고 언니는 카만히도 이런 상황이든 아니든 간에","남동생은 가만히 있고 언니는 가만히도 이런 상황이든 아니든 간에"
"1632","그냥 그냥 엄마가 그러고 있는 걸 보면 짠해져 가지고 뭔가 되게 다 내가 하려고 하고 약간 그런 마음?","그냥 그냥 엄마가 그러고 있는 걸 보면 짠해져 가지고 뭔가 되게 다 내가 하려고 하고 약간 그런 마음?"
"1633","마음 죄책감?","마음 죄책감?"
"1634","약간 그런 게 있어.","약간 그런 게 있어."
"1635","근데 콤플렉스가 그게 착한 아이 콤플렉스일 수도 있는데 {laughing}","근데 콤플렉스가 그게 착한 아이 콤플렉스일 수도 있는데 {laughing}"
"1636","그냥 어쩔 수 없는 것 같아.","그냥 어쩔 수 없는 것 같아."
"1637","-나- 나는 그냥 솔직히랑 잘 안 도와주는 타입이라서 그냥 냅두긴 하거든","-나- 나는 그냥 솔직히랑 잘 안 도와주는 타입이라서 그냥 냅두긴 하거든"
"1638","근데 나 같은 경우에는 그 콤플렉스가 있나?","근데 나 같은 경우에는 그 콤플렉스가 있나?"
"1639","생각해 보면 솔직히 말해서 그렇게 많이 없는 것 같아서 특별한 콤플렉스 없는 것 같아","생각해 보면 솔직히 말해서 그렇게 많이 없는 것 같아서 특별한 콤플렉스 없는 것 같아"
"1640","진짜로?","진짜로?"
"1641","응.","응."
"1642","약간 그 착한 딸 콤플렉스는 다 있는 거 착한 딸 착한 아들은 다 있는 것 같은데","약간 그 착한 딸 콤플렉스는 다 있는 거 착한 딸 착한 아들은 다 있는 것 같은데"
"1643","약간 밖에서 막 돌아다니다가도 엄마가 전화가 오잖아?","약간 밖에서 막 돌아다니다가도 엄마가 전화가 오잖아?"
"1644","그럼 뭔가 집에 엄마를 혼자 두면 안 될 것 같은 느낌?","그럼 뭔가 집에 엄마를 혼자 두면 안 될 것 같은 느낌?"
"1645","그냥 그런 생각이 자꾸 들어.","그냥 그런 생각이 자꾸 들어."
"1646","밥도 맨날 엄마랑 같이 먹어 줘야 될 것 같고","밥도 맨날 엄마랑 같이 먹어 줘야 될 것 같고"
"1647","엄마가 나가는 날에만 약속을 -잡히게- 잡아야 될 것 같고","엄마가 나가는 날에만 약속을 -잡히게- 잡아야 될 것 같고"
"1648","약간 무의식적으로 그렇게 행동하게 되는 것 같아 되게","약간 무의식적으로 그렇게 행동하게 되는 것 같아 되게"
"1649","어 그래?","어 그래?"
"1650","나는 정반댄데 나는 그냥 뭐 별로 사람들 다른 사람들 별로 신경을 안 써가지고","나는 정반댄데 나는 그냥 뭐 별로 사람들 다른 사람들 별로 신경을 안 써가지고"
"1651","혼자 밥 먹든 나도 혼자 밥 잘 먹어가지고 뭐 솔직히 말해서","혼자 밥 먹든 나도 혼자 밥 잘 먹어가지고 뭐 솔직히 말해서"
"1652","다른 사람들 다 뭐 무한리필 집 혼자 가는 거 어렵다고 하는데","다른 사람들 다 뭐 무한리필 집 혼자 가는 거 어렵다고 하는데"
"1653","나는 뭐 &company-name1&나 뭐 &company-name2&도 인자 혼자 가고","나는 뭐 &company-name1&나 뭐 &company-name2&도 이제 혼자 가고"
"1654","혼자 밥 먹는 걸 즐겨 하는 편이라서 그래서 나는 그런 걸 착한 아이 콤플렉스 딱히 없는 것 같아.","혼자 밥 먹는 걸 즐겨 하는 편이라서 그래서 나는 그런 걸 착한 아이 콤플렉스 딱히 없는 것 같아."
"1655","아 진짜로?","아 진짜로?"
"1656","그거 난 되게 심하거든.","그거 난 되게 심하거든."
"1657","약간 되게 그래야 될 것 같아 엄청","약간 되게 그래야 될 것 같아 엄청"
"1658","약간 -엄마의- 엄마의 기분을 약간 엄마를 화나게 하면 안 된다라는 생각보다는","약간 -엄마의- 엄마의 기분을 약간 엄마를 화나게 하면 안 된다라는 생각보다는"
"1659","엄마를 슬프게 하면 안 된다라는 그게 되게 큰 것 같애.","엄마를 슬프게 하면 안 된다라는 그게 되게 큰 것 같애."
"1660","근데 그게 있으면 되게 안 좋은 게 엄마도 맨날 말하거든 넌 너 인생 살아 너 삶 살아 이러는데","근데 그게 있으면 되게 안 좋은 게 엄마도 맨날 말하거든 넌 너 인생 살아 너 삶 살아 이러는데"
"1661","아 막상 또 엄마 전화 오면은 아 같이 있던 애들한테 아 나 들어가서 엄마랑 밥 먹어야 될 것 같아","아 막상 또 엄마 전화 오면은 아 같이 있던 애들한테 아 나 들어가서 엄마랑 밥 먹어야 될 것 같아"
"1662","이러고 들어가고 약간 그런 게 있어. {laughing}","이러고 들어가고 약간 그런 게 있어. {laughing}"
"1663","아 근데 근데 엄마를 실망시켜 드리지 않아야 된다","아 근데 근데 엄마를 실망시켜 드리지 않아야 된다"
"1664","그런 거는 솔직히 다 각자 사람들마다 있는데 그냥 다 보면은","그런 거는 솔직히 다 각자 사람들마다 있는데 그냥 다 보면은"
"1665","그냥 좀 엄마한테 좀 더 아빠보단 엄마한테 정감이 가고 그런 게 있지 확실히","그냥 좀 엄마한테 좀 더 아빠보단 엄마한테 정감이 가고 그런 게 있지 확실히"
"1666","맞아 그런 것도 있기는 해.","맞아 그런 것도 있기는 해."
"1667","아빠도 보면 약간 아빠한테도 그런 거 생기는 것 같고","아빠도 보면 약간 아빠한테도 그런 거 생기는 것 같고"
"1668","약간 되게 집 분위기도 되게 뭔가 즐겁게 해야 될 것 같고 언제나 업텐션으로 내가 올려야 될 것 같고","약간 되게 집 분위기도 되게 뭔가 즐겁게 해야 될 것 같고 언제나 업텐션으로 내가 올려야 될 것 같고"
"1669","그런 생각도 좀 들긴 하지 그래서 오히려 집 들어가면 더 막 정신적으로 피곤한?","그런 생각도 좀 들긴 하지 그래서 오히려 집 들어가면 더 막 정신적으로 피곤한?"
"1670","그런 느낌 {laughing}","그런 느낌 {laughing}"
"1671","어 진짜?","어 진짜?"
"1672","나랑은 전혀 정반대라서 나는 그냥 집 들어가면은 내 방에 누워가지고","나랑은 전혀 정반대라서 나는 그냥 집 들어가면은 내 방에 누워가지고"
"1673","그냥 뭐 아무 생각 없이 그냥 뭐 핸드폰만 하고 &name1&이랑 같이 게임만 하고 그런 {laughing}","그냥 뭐 아무 생각 없이 그냥 뭐 핸드폰만 하고 &name1&이랑 같이 게임만 하고 그런 {laughing}"
"1674","그런 것이 나랑 진짜 반대인데","그런 것이 나랑 진짜 반대인데"
"1675","너 근데 막내 동생 &name1&이랑 엄청 잘 챙기잖아 너가","너 근데 막내 동생 &name1&이랑 엄청 잘 챙기잖아 너가"
"1676","아 근데 나 &name1&이랑만 놀지 다른 사람들하고는 딱히 다른 가족들하고 별로 딱히 놀지 않어.","아 근데 나 &name1&이랑만 놀지 다른 사람들하고는 딱히 다른 가족들하고 별로 딱히 놀지 않어."
"1677","그냥 뭐 엄마랑은 얘길 하긴 하 얘기를 좀 그래도 아빠보단 많이 하긴 하는데","그냥 뭐 엄마랑은 얘길 하긴 하 얘기를 좀 그래도 아빠보단 많이 하긴 하는데"
"1678","그냥 뭐 평범한 집안에서 하는 거 같고","그냥 뭐 평범한 집안에서 하는 거 같고"
"1679","그냥 뭐 &name1&이랑은 엄청 친하지 그래서 나는 착한 아이 콤플렉스는 딱히 없는 것 같","그냥 뭐 &name1&이랑은 엄청 친하지 그래서 나는 착한 아이 콤플렉스는 딱히 없는 것 같"
"1680","그냥 솔직히 어렸을 때부터 나쁘게 살아야지 약간 이 생각 하고 살아가지고 그런 것 같어 더","그냥 솔직히 어렸을 때부터 나쁘게 살아야지 약간 이 생각 하고 살아가지고 그런 것 같어 더"
"1681","근데 막 그런 딱 그런 종류의 콤플렉스가 아니더라도 약간 사람들하고 하나씩 자기 외모든 자기 성격이든 뭔가","근데 막 그런 딱 그런 종류의 콤플렉스가 아니더라도 약간 사람들하고 하나씩 자기 외모든 자기 성격이든 뭔가"
"1682","약간 좀 되게 부족하다고 생각하는 면은 하나씩은 있는 것 같아.","약간 좀 되게 부족하다고 생각하는 면은 하나씩은 있는 것 같아."
"1683","아 그치 그렇게 따지면은 인제 나 같은 경우에는 난 솔직히 딱히 콤플렉스는 진짜 없는 것 같은데","아 그치 그렇게 따지면은 이제 나 같은 경우에는 난 솔직히 딱히 콤플렉스는 진짜 없는 것 같은데"
"1684","나 진짜로 나 스스로한테 만족하면서 살고 있어가지고 {laughing}","나 진짜로 나 스스로한테 만족하면서 살고 있어가지고 {laughing}"
"1685","거짓말하지 마. {laughing}","거짓말하지 마. {laughing}"
"1686","아니 진짜로 지금 막상 생각해 보니까 나는 솔직히 콤플렉스라는 걸 인식을 해본 적이 없거든?","아니 진짜로 지금 막상 생각해 보니까 나는 솔직히 콤플렉스라는 걸 인식을 해본 적이 없거든?"
"1687","그냥 좀 옛날 예전부터 그랬는데 그냥 스트레스 같은 것도 아 나 스트레스 받는지 잘 모르겠단 말이야.","그냥 좀 옛날 예전부터 그랬는데 그냥 스트레스 같은 것도 아 나 스트레스 받는지 잘 모르겠단 말이야."
"1688","근데 나중에 와서 느낀 건데 내가 나중에 느낄 수도 있는데 난 지금은 딱히 뭐 외모적인 콤플렉스?","근데 나중에 와서 느낀 건데 내가 나중에 느낄 수도 있는데 난 지금은 딱히 뭐 외모적인 콤플렉스?"
"1689","아 물론 내가 살이 좀 쪄가지고 그런 것도 있을 수 있겠지만","아 물론 내가 살이 좀 쪄가지고 그런 것도 있을 수 있겠지만"
"1690","그냥 내 자신한테 만족하고 사는 편이라서","그냥 내 자신한테 만족하고 사는 편이라서"
"1691","그냥 뭐 살 빼면 언제든지 뺄 수 있고 글고 딱히 성격도 난 내 성격 엄청 좋은 것 같아서 만족해. {laughing}","그냥 뭐 살 빼면 언제든지 뺄 수 있고 글고 딱히 성격도 난 내 성격 엄청 좋은 것 같아서 만족해. {laughing}"
"1692","{laughing} 성격 아 성격 콤플렉스 있을 것 같은데. {laughing}","{laughing} 성격 아 성격 콤플렉스 있을 것 같은데. {laughing}"
"1693","{laughing} 성격 좀 아 좀 그런 게 있지.","{laughing} 성격 좀 아 좀 그런 게 있지."
"1694","다른 사람 좀 왜 엄마가 그러는 거 왜케 정이 없냐 약간 그런 것도 있긴 한데","다른 사람 좀 왜 엄마가 그러는 거 왜 이렇게 정이 없냐 약간 그런 것도 있긴 한데"
"1695","난 굳이 그게 콤플렉스라고 생각하지 않아서 난 내 자신한테 만족해. {laughing}","난 굳이 그게 콤플렉스라고 생각하지 않아서 난 내 자신한테 만족해. {laughing}"
"1696","근데 그 약간 그 콤플렉스라는 거 자체도","근데 그 약간 그 콤플렉스라는 거 자체도"
"1697","남들한테 티가 안 날 수 있는 종륜 것 같애 스스로만 느끼는 거잖아.","남들한테 티가 안 날 수 있는 종륜 것 같애 스스로만 느끼는 거잖아."
"1698","아 약간 뭔 행동해서 아 이렇게 보면 어떡하지 아 나 이것 좀 그런데 저 사람이 막 이렇게 보면 어떡하지","아 약간 뭔 행동해서 아 이렇게 보면 어떡하지 아 나 이것 좀 그런데 저 사람이 막 이렇게 보면 어떡하지"
"1699","그런데 자기 혼자 하는 생각이니까 남들은 말 안 하면 아무것도 모르잖아 그런 콤플렉스는.","그런데 자기 혼자 하는 생각이니까 남들은 말 안 하면 아무것도 모르잖아 그런 콤플렉스는."
"1700","그치 막 콤플렉스 있다고 하더라도 딱히 다른 사람들은 신경 안 쓰고 있는데 나 혼자","그치 막 콤플렉스 있다고 하더라도 딱히 다른 사람들은 신경 안 쓰고 있는데 나 혼자"
"1701","막 –자격- 괜히 자격지심 같고 아니면은 혹시 아 다른 뭐 그냥","막 –자격- 괜히 자격지심 같고 아니면은 혹시 아 다른 뭐 그냥"
"1702","나 혼자 생각하고 그런 경우도 있으니까 그런 경우 그런 경우가 더 많지 않을까.","나 혼자 생각하고 그런 경우도 있으니까 그런 경우 그런 경우가 더 많지 않을까."
"1703","콤플렉스가 솔직히 말해서 그런 것 때문에 생기는 것 같아.","콤플렉스가 솔직히 말해서 그런 것 때문에 생기는 것 같아."
"1704","근데 뭔가 나는 나 자신에 대한 콤플렉스가 있잖아.","근데 뭔가 나는 나 자신에 대한 콤플렉스가 있잖아."
"1705","근데 그런 거를 막 생각을 하면 되게 심각하게 느껴지거든?","근데 그런 거를 막 생각을 하면 되게 심각하게 느껴지거든?"
"1706","근데 남들이 막 막 주변 사람들이 나한테 와가지고 아 나는 어 진짜 키가 좀 많이 작은 게 되게 그거야","근데 남들이 막 막 주변 사람들이 나한테 와가지고 아 나는 어 진짜 키가 좀 많이 작은 게 되게 그거야"
"1707","아니면 나는 진짜 말을 잘 못하는 게 좀 그런 거야 하면은","아니면 나는 진짜 말을 잘 못하는 게 좀 그런 거야 하면은"
"1708","내가 봤을 때는 그 사람은 그런 콤플렉스가 있을 필요가 없어 보인단 말이야","내가 봤을 때는 그 사람은 그런 콤플렉스가 있을 필요가 없어 보인단 말이야"
"1709","근데 그런 상황을 한번 딱 느끼면 아 나도 그러겠구나 하는 그런 생각이 되게 해.","근데 그런 상황을 한번 딱 느끼면 아 나도 그러겠구나 하는 그런 생각이 되게 해."
"1710","아 근데 나도 약간 막상 다가오면 뭐 말 같은 것도 해서 아 나는 좀 사람들한테 낯가리는 게 콤플렉스야.","아 근데 나도 약간 막상 다가오면 뭐 말 같은 것도 해서 아 나는 좀 사람들한테 낯가리는 게 콤플렉스야."
"1711","약간 –그러- 그러긴 하는데 굳이 난 낯가리는 게 나쁘다고 생각을 안 해서","약간 –그러- 그러긴 하는데 굳이 난 낯가리는 게 나쁘다고 생각을 안 해서"
